protein	count_glycosylation	N-linked (GlcNAc...) asparagine	O-linked (GalNAc...) threonine	N-linked (GlcNAc...) (complex) asparagine	O-linked (GalNAc...) serine	O-linked (GlcNAc) serine	C-linked (Man) tryptophan	N-linked (Glc) (glycation) lysine	O-linked (Gal...) hydroxylysine	O-linked (GlcNAc) threonine	O-linked (Xyl...) (glycosaminoglycan) serine	O-linked (Fuc...) threonine	O-linked (Xyl...) (chondroitin sulfate) serine	O-linked (Glc...) serine	O-linked (Xyl...) (heparan sulfate) serine	N-linked (GlcNAc...)	N-linked (GlcNAc...) (high mannose) asparagine	O-linked (Fuc...) serine	O-linked (HexNAc...) threonine	N-linked (GlcNAc...) (keratan sulfate) asparagine	N-linked (GlcNAc...) (polylactosaminoglycan) asparagine
Q96KK4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00533	13	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
P61570	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O71037	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01588	4	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q13822	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96HE7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96DZ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P60509	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N2X6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWH4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43909	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H0X4	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08709	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
P31995	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75015	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12318	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15552	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9GZV9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BXR6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43320	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21802	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75072	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UM22	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UNN8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21709	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54764	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z2K6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5NDL2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03372	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75477	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14944	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y282	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZ08	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B6SEH9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00740	8	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
P00451	22	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P58499	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31994	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12314	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02765	6	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q03591	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5NUL3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y680	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96AY3	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5Y0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36888	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9HBA9	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54852	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P61565	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKH3	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29320	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54756	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75355	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5XG92	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96PL5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y227	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54760	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22794	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P34910	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBQ6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00488	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12805	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95967	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N539	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12319	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UBX5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15485	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96LA6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00602	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q75N90	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96P31	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10767	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92496	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49771	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q902F8	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5UCC4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5JZY3	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15375	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q969X5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQ30	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
B6SEH8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16394	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WWV6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P08637	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92637	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96PJ5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96LA5	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6BAA4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02771	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14314	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11362	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZU0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7Z589	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
Q902F9	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWW8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P14625	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O94905	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P81408	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q93063	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P995	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TBP5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5VUB5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00748	9	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00742	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P24071	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96RD9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02751	10	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02671	3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q06828	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
Q9NRM1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6PCB8	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N766	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQZ7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00748	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14264	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UJA9	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NQ60	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29322	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P179	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P58658	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q17R55	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96MK3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NYQ8	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14517	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P98095	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23142	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P06734	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35556	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12034	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UGM5	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02675	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O76093	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01133	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P16422	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q69384	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BXX0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54849	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6C2	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5MY95	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54753	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NT32	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14638	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6X5	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21860	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P04626	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92935	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T1H1	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96AP7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q3ZCQ3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05160	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IXL6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P35555	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6DN72	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P31371	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14842	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P11487	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q02985	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22607	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZU1	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86VR8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75354	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29317	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P29323	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P54762	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22413	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q99645	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q4G0M1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60883	6	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
B1AL88	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MVW0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BQD7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75949	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O14843	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q14512	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36980	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O60258	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02679	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TAL6	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H9S5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O95302	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43155	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9N2K0	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96A84	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NT22	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75460	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P19235	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UFP1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15910	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P12259	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6V0I7	38	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96BQ1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q53RD9	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75636	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22455	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15520	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P0C7U0	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UW88	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9N2J8	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UF33	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P98073	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P49961	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75356	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15303	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWV6	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6UWR7	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86YB8	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y5L3	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P23141	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O15197	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96BH3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NFU0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P03951	6	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55899	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6R7	9	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TDW7	26	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8N441	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P55075	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21781	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWM8	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8WWF5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9BS86	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9Y6M5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P48304	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92781	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P00797	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96D15	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20618	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P25786	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q00888	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q16557	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IUW5	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q12836	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P21754	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75063	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q86Y38	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43895	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q2TBF2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q658N2	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9H1B5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O75443	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8IWB9	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UKZ4	13	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05543	4	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UK55	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96JM2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TCW7	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96DA0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6X784	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5T4F4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q05996	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P60852	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q401N2	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10636	16	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
P13385	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P05452	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q92752	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NT68	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P36897	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P51864	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P22105	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q5JRA6	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P13726	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UIK5	3	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P37173	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q96GX1	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P20061	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10646	5	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P02786	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P24821	23	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01135	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NZ01	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NUS6	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9P273	17	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q7RTU9	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q8TCJ2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P61812	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P10600	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9UQP3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6N022	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O43493	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P01137	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q03167	7	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Q9Y6M0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q15293	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
