Entry	Entry name	Status	Protein names	Organism	Length	Gene names  (primary )	Glycosylation
Q8NBU5	ATAD1_HUMAN	reviewed	ATPase family AAA domain-containing protein 1 (EC 3.6.1.3) (Thorase)	Homo sapiens (Human)	361	ATAD1	
Q8NBW4	S38A9_HUMAN	reviewed	Sodium-coupled neutral amino acid transporter 9 (Solute carrier family 38 member 9) (Up-regulated in lung cancer 11)	Homo sapiens (Human)	561	SLC38A9	CARBOHYD 239 239 N-linked (GlcNAc...) asparagine. {ECO:0000255|PROSITE-ProRule:PRU00498}.; CARBOHYD 248 248 N-linked (GlcNAc...) asparagine. {ECO:0000255|PROSITE-ProRule:PRU00498}.; CARBOHYD 266 266 N-linked (GlcNAc...) asparagine. {ECO:0000255|PROSITE-ProRule:PRU00498}.; CARBOHYD 274 274 N-linked (GlcNAc...) asparagine. {ECO:0000255|PROSITE-ProRule:PRU00498}.
Q8NC51	PAIRB_HUMAN	reviewed	Plasminogen activator inhibitor 1 RNA-binding protein (PAI1 RNA-binding protein 1) (PAI-RBP1) (SERPINE1 mRNA-binding protein 1)	Homo sapiens (Human)	408	SERBP1	
Q8NC54	KCT2_HUMAN	reviewed	Keratinocyte-associated transmembrane protein 2	Homo sapiens (Human)	265	KCT2	CARBOHYD 75 75 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q8NCA5	FA98A_HUMAN	reviewed	Protein FAM98A	Homo sapiens (Human)	519	FAM98A	
Q8NCG7	DGLB_HUMAN	reviewed	Sn1-specific diacylglycerol lipase beta (DGL-beta) (EC 3.1.1.-) (KCCR13L)	Homo sapiens (Human)	672	DAGLB	
Q8ND04	SMG8_HUMAN	reviewed	Protein SMG8 (Amplified in breast cancer gene 2 protein) (Protein smg-8 homolog)	Homo sapiens (Human)	991	SMG8	
Q8ND24	RN214_HUMAN	reviewed	RING finger protein 214	Homo sapiens (Human)	703	RNF214	
Q8ND76	CCNY_HUMAN	reviewed	Cyclin-Y (Cyc-Y) (Cyclin box protein 1) (Cyclin fold protein 1) (cyclin-X)	Homo sapiens (Human)	341	CCNY	
Q8NDT2	RB15B_HUMAN	reviewed	Putative RNA-binding protein 15B (One-twenty two protein 3) (HsOTT3) (HuOTT3) (RNA-binding motif protein 15B)	Homo sapiens (Human)	890	RBM15B	
Q8NE71	ABCF1_HUMAN	reviewed	ATP-binding cassette sub-family F member 1 (ATP-binding cassette 50) (TNF-alpha-stimulated ABC protein)	Homo sapiens (Human)	845	ABCF1	
Q8NEN9	PDZD8_HUMAN	reviewed	PDZ domain-containing protein 8 (Sarcoma antigen NY-SAR-84/NY-SAR-104)	Homo sapiens (Human)	1154	PDZD8	
Q8NEW0	ZNT7_HUMAN	reviewed	Zinc transporter 7 (ZnT-7) (Solute carrier family 30 member 7) (Znt-like transporter 2)	Homo sapiens (Human)	376	SLC30A7	
Q8NF37	PCAT1_HUMAN	reviewed	Lysophosphatidylcholine acyltransferase 1 (LPC acyltransferase 1) (LPCAT-1) (LysoPC acyltransferase 1) (EC 2.3.1.23) (1-acylglycerophosphocholine O-acyltransferase) (1-alkylglycerophosphocholine O-acetyltransferase) (EC 2.3.1.67) (Acetyl-CoA:lyso-platelet-activating factor acetyltransferase) (Acetyl-CoA:lyso-PAF acetyltransferase) (Lyso-PAF acetyltransferase) (LysoPAFAT) (Acyltransferase-like 2) (Phosphonoformate immuno-associated protein 3)	Homo sapiens (Human)	534	LPCAT1	
Q8NF91	SYNE1_HUMAN	reviewed	Nesprin-1 (Enaptin) (KASH domain-containing protein 1) (KASH1) (Myocyte nuclear envelope protein 1) (Myne-1) (Nuclear envelope spectrin repeat protein 1) (Synaptic nuclear envelope protein 1) (Syne-1)	Homo sapiens (Human)	8797	SYNE1	
Q8NFA0	UBP32_HUMAN	reviewed	Ubiquitin carboxyl-terminal hydrolase 32 (EC 3.4.19.12) (Deubiquitinating enzyme 32) (Renal carcinoma antigen NY-REN-60) (Ubiquitin thioesterase 32) (Ubiquitin-specific-processing protease 32)	Homo sapiens (Human)	1604	USP32	
Q8NFC6	BD1L1_HUMAN	reviewed	Biorientation of chromosomes in cell division protein 1-like 1	Homo sapiens (Human)	3051	BOD1L1	
Q8NFH3	NUP43_HUMAN	reviewed	Nucleoporin Nup43 (Nup107-160 subcomplex subunit Nup43) (p42)	Homo sapiens (Human)	380	NUP43	
Q8NFH5	NUP35_HUMAN	reviewed	Nucleoporin NUP35 (35 kDa nucleoporin) (Mitotic phosphoprotein 44) (MP-44) (Nuclear pore complex protein Nup53) (Nucleoporin NUP53)	Homo sapiens (Human)	326	NUP35	
Q8NFJ5	RAI3_HUMAN	reviewed	Retinoic acid-induced protein 3 (G-protein coupled receptor family C group 5 member A) (Phorbol ester induced gene 1) (PEIG-1) (Retinoic acid-induced gene 1 protein) (RAIG-1)	Homo sapiens (Human)	357	GPRC5A	CARBOHYD 158 158 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q8NHV4	NEDD1_HUMAN	reviewed	Protein NEDD1 (Neural precursor cell expressed developmentally down-regulated protein 1) (NEDD-1)	Homo sapiens (Human)	660	NEDD1	
Q8NI27	THOC2_HUMAN	reviewed	THO complex subunit 2 (Tho2) (hTREX120)	Homo sapiens (Human)	1593	THOC2	
Q8NI35	INADL_HUMAN	reviewed	InaD-like protein (Inadl protein) (hINADL) (Pals1-associated tight junction protein) (Protein associated to tight junctions)	Homo sapiens (Human)	1801	PATJ	
Q8NI36	WDR36_HUMAN	reviewed	WD repeat-containing protein 36 (T-cell activation WD repeat-containing protein) (TA-WDRP)	Homo sapiens (Human)	951	WDR36	
Q8R180	ERO1A_MOUSE	reviewed	ERO1-like protein alpha (ERO1-L) (ERO1-L-alpha) (EC 1.8.4.-) (Endoplasmic reticulum oxidoreductase alpha) (Endoplasmic reticulum oxidoreductin-1-like protein) (Oxidoreductin-1-L-alpha)	Mus musculus (Mouse)	464	Ero1a	CARBOHYD 276 276 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 380 380 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q8TA86	RP9_HUMAN	reviewed	Retinitis pigmentosa 9 protein (Pim-1-associated protein) (PAP-1)	Homo sapiens (Human)	221	RP9	
Q8TAE8	G45IP_HUMAN	reviewed	Growth arrest and DNA damage-inducible proteins-interacting protein 1 (39S ribosomal protein L59, mitochondrial) (MRP-L59) (CKII beta-associating protein) (CR6-interacting factor 1) (CRIF1) (Mitochondrial large ribosomal subunit protein mL64) (Papillomavirus L2-interacting nuclear protein 1) (PLINP) (PLINP-1) (p53-responsive gene 6 protein)	Homo sapiens (Human)	222	GADD45GIP1	
Q8TB61	S35B2_HUMAN	reviewed	Adenosine 3'-phospho 5'-phosphosulfate transporter 1 (PAPS transporter 1) (Putative MAPK-activating protein PM15) (Putative NF-kappa-B-activating protein 48) (Solute carrier family 35 member B2)	Homo sapiens (Human)	432	SLC35B2	
Q8TB72	PUM2_HUMAN	reviewed	Pumilio homolog 2 (Pumilio-2)	Homo sapiens (Human)	1066	PUM2	
Q8TB96	TIP_HUMAN	reviewed	T-cell immunomodulatory protein (Protein TIP) (Integrin-alpha FG-GAP repeat-containing protein 1) (Linkin)	Homo sapiens (Human)	612	ITFG1	CARBOHYD 36 36 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 95 95 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 139 139 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 146 146 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 151 151 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 176 176 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 188 188 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 226 226 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 243 243 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 353 353 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 371 371 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 482 482 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q8TBA6	GOGA5_HUMAN	reviewed	Golgin subfamily A member 5 (Cell proliferation-inducing gene 31 protein) (Golgin-84) (Protein Ret-II) (RET-fused gene 5 protein)	Homo sapiens (Human)	731	GOLGA5	
Q8TC12	RDH11_HUMAN	reviewed	Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1)	Homo sapiens (Human)	318	RDH11	
Q8TCG1	CIP2A_HUMAN	reviewed	Protein CIP2A (Cancerous inhibitor of PP2A) (p90 autoantigen)	Homo sapiens (Human)	905	CIP2A	
Q8TCJ2	STT3B_HUMAN	reviewed	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B) (STT3-B) (EC 2.4.99.18) (Source of immunodominant MHC-associated peptides homolog)	Homo sapiens (Human)	826	STT3B	CARBOHYD 616 616 N-linked (GlcNAc...) asparagine. {ECO:0000255|PROSITE-ProRule:PRU00498}.; CARBOHYD 623 623 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 627 627 N-linked (GlcNAc...) (high mannose) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 641 641 N-linked (GlcNAc...) asparagine. {ECO:0000255|PROSITE-ProRule:PRU00498}.
Q8TCS8	PNPT1_HUMAN	reviewed	Polyribonucleotide nucleotidyltransferase 1, mitochondrial (EC 2.7.7.8) (3'-5' RNA exonuclease OLD35) (PNPase old-35) (Polynucleotide phosphorylase 1) (PNPase 1) (Polynucleotide phosphorylase-like protein)	Homo sapiens (Human)	783	PNPT1	
Q8TD19	NEK9_HUMAN	reviewed	Serine/threonine-protein kinase Nek9 (EC 2.7.11.1) (Nercc1 kinase) (Never in mitosis A-related kinase 9) (NimA-related protein kinase 9) (NimA-related kinase 8) (Nek8)	Homo sapiens (Human)	979	NEK9	
Q8TDB6	DTX3L_HUMAN	reviewed	E3 ubiquitin-protein ligase DTX3L (EC 2.3.2.27) (B-lymphoma- and BAL-associated protein) (Protein deltex-3-like) (RING-type E3 ubiquitin transferase DTX3L) (Rhysin-2) (Rhysin2)	Homo sapiens (Human)	740	DTX3L	
Q8TDD1	DDX54_HUMAN	reviewed	ATP-dependent RNA helicase DDX54 (EC 3.6.4.13) (ATP-dependent RNA helicase DP97) (DEAD box RNA helicase 97 kDa) (DEAD box protein 54)	Homo sapiens (Human)	881	DDX54	
Q8TDM6	DLG5_HUMAN	reviewed	Disks large homolog 5 (Discs large protein P-dlg) (Placenta and prostate DLG)	Homo sapiens (Human)	1919	DLG5	
Q8TDN6	BRX1_HUMAN	reviewed	Ribosome biogenesis protein BRX1 homolog (Brix domain-containing protein 2)	Homo sapiens (Human)	353	BRIX1	
Q8TDY2	RBCC1_HUMAN	reviewed	RB1-inducible coiled-coil protein 1 (FAK family kinase-interacting protein of 200 kDa) (FIP200)	Homo sapiens (Human)	1594	RB1CC1	
Q8TEM1	PO210_HUMAN	reviewed	Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa)	Homo sapiens (Human)	1887	NUP210	CARBOHYD 44 44 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 337 337 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 405 405 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 484 484 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 681 681 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 801 801 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 926 926 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 1039 1039 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1116 1116 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1135 1135 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1362 1362 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1441 1441 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
Q8TEQ6	GEMI5_HUMAN	reviewed	Gem-associated protein 5 (Gemin5)	Homo sapiens (Human)	1508	GEMIN5	
Q8TER5	ARH40_HUMAN	reviewed	Rho guanine nucleotide exchange factor 40 (Protein SOLO)	Homo sapiens (Human)	1519	ARHGEF40	
Q8TEW0	PARD3_HUMAN	reviewed	Partitioning defective 3 homolog (PAR-3) (PARD-3) (Atypical PKC isotype-specific-interacting protein) (ASIP) (CTCL tumor antigen se2-5) (PAR3-alpha)	Homo sapiens (Human)	1356	PARD3	
Q8TEX9	IPO4_HUMAN	reviewed	Importin-4 (Imp4) (Importin-4b) (Imp4b) (Ran-binding protein 4) (RanBP4)	Homo sapiens (Human)	1081	IPO4	
Q8TF01	PNISR_HUMAN	reviewed	Arginine/serine-rich protein PNISR (PNN-interacting serine/arginine-rich protein) (SR-related protein) (SR-rich protein) (Serine/arginine-rich-splicing regulatory protein 130) (SRrp130) (Splicing factor, arginine/serine-rich 130) (Splicing factor, arginine/serine-rich 18)	Homo sapiens (Human)	805	PNISR	
Q8TF05	PP4R1_HUMAN	reviewed	Serine/threonine-protein phosphatase 4 regulatory subunit 1	Homo sapiens (Human)	950	PPP4R1	
Q8VDD5	MYH9_MOUSE	reviewed	Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	Mus musculus (Mouse)	1960	Myh9	
Q8WTR4	GDPD5_HUMAN	reviewed	Glycerophosphodiester phosphodiesterase domain-containing protein 5 (EC 3.1.4.11) (Glycerophosphodiester phosphodiesterase 2)	Homo sapiens (Human)	605	GDPD5	CARBOHYD 301 301 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 336 336 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 352 352 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 374 374 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 448 448 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q8WTV0	SCRB1_HUMAN	reviewed	Scavenger receptor class B member 1 (SRB1) (CD36 and LIMPII analogous 1) (CLA-1) (CD36 antigen-like 1) (Collagen type I receptor, thrombospondin receptor-like 1) (SR-BI) (CD antigen CD36)	Homo sapiens (Human)	552	SCARB1	CARBOHYD 102 102 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 108 108 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 173 173 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 212 212 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 227 227 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 255 255 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 310 310 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 330 330 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 383 383 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q8WTW3	COG1_HUMAN	reviewed	Conserved oligomeric Golgi complex subunit 1 (COG complex subunit 1) (Component of oligomeric Golgi complex 1)	Homo sapiens (Human)	980	COG1	
Q8WUA2	PPIL4_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase-like 4 (PPIase) (EC 5.2.1.8) (Cyclophilin-like protein PPIL4) (Rotamase PPIL4)	Homo sapiens (Human)	492	PPIL4	
Q8WUA4	TF3C2_HUMAN	reviewed	General transcription factor 3C polypeptide 2 (TF3C-beta) (Transcription factor IIIC 110 kDa subunit) (TFIIIC 110 kDa subunit) (TFIIIC110) (Transcription factor IIIC subunit beta)	Homo sapiens (Human)	911	GTF3C2	
Q8WUF5	IASPP_HUMAN	reviewed	RelA-associated inhibitor (Inhibitor of ASPP protein) (Protein iASPP) (NFkB-interacting protein 1) (PPP1R13B-like protein)	Homo sapiens (Human)	828	PPP1R13L	
Q8WUM0	NU133_HUMAN	reviewed	Nuclear pore complex protein Nup133 (133 kDa nucleoporin) (Nucleoporin Nup133)	Homo sapiens (Human)	1156	NUP133	
Q8WUM4	PDC6I_HUMAN	reviewed	Programmed cell death 6-interacting protein (PDCD6-interacting protein) (ALG-2-interacting protein 1) (ALG-2-interacting protein X) (Hp95)	Homo sapiens (Human)	868	PDCD6IP	
Q8WVC0	LEO1_HUMAN	reviewed	RNA polymerase-associated protein LEO1 (Replicative senescence down-regulated leo1-like protein)	Homo sapiens (Human)	666	LEO1	
Q8WVQ1	CANT1_HUMAN	reviewed	Soluble calcium-activated nucleotidase 1 (SCAN-1) (EC 3.6.1.6) (Apyrase homolog) (Putative MAPK-activating protein PM09) (Putative NF-kappa-B-activating protein 107)	Homo sapiens (Human)	401	CANT1	CARBOHYD 88 88 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q8WVV4	POF1B_HUMAN	reviewed	Protein POF1B (Premature ovarian failure protein 1B)	Homo sapiens (Human)	589	POF1B	
Q8WVV9	HNRLL_HUMAN	reviewed	Heterogeneous nuclear ribonucleoprotein L-like (hnRNPLL) (Stromal RNA-regulating factor)	Homo sapiens (Human)	542	HNRNPLL	
Q8WWI1	LMO7_HUMAN	reviewed	LIM domain only protein 7 (LMO-7) (F-box only protein 20) (LOMP)	Homo sapiens (Human)	1683	LMO7	
Q8WWM7	ATX2L_HUMAN	reviewed	Ataxin-2-like protein (Ataxin-2 domain protein) (Ataxin-2-related protein)	Homo sapiens (Human)	1075	ATXN2L	
Q8WWQ0	PHIP_HUMAN	reviewed	PH-interacting protein (PHIP) (DDB1- and CUL4-associated factor 14) (IRS-1 PH domain-binding protein) (WD repeat-containing protein 11)	Homo sapiens (Human)	1821	PHIP	
Q8WWY3	PRP31_HUMAN	reviewed	U4/U6 small nuclear ribonucleoprotein Prp31 (Pre-mRNA-processing factor 31) (Serologically defined breast cancer antigen NY-BR-99) (U4/U6 snRNP 61 kDa protein) (Protein 61K) (hPrp31)	Homo sapiens (Human)	499	PRPF31	
Q8WX93	PALLD_HUMAN	reviewed	Palladin (SIH002) (Sarcoma antigen NY-SAR-77)	Homo sapiens (Human)	1383	PALLD	
Q8WXA3	RUFY2_HUMAN	reviewed	RUN and FYVE domain-containing protein 2 (Rab4-interacting protein related)	Homo sapiens (Human)	606	RUFY2	
Q8WXA9	SREK1_HUMAN	reviewed	Splicing regulatory glutamine/lysine-rich protein 1 (Serine/arginine-rich-splicing regulatory protein 86) (SRrp86) (Splicing factor, arginine/serine-rich 12) (Splicing regulatory protein 508) (SRrp508)	Homo sapiens (Human)	508	SREK1	
Q8WXF1	PSPC1_HUMAN	reviewed	Paraspeckle component 1 (Paraspeckle protein 1)	Homo sapiens (Human)	523	PSPC1	
Q8WXH0	SYNE2_HUMAN	reviewed	Nesprin-2 (KASH domain-containing protein 2) (KASH2) (Nuclear envelope spectrin repeat protein 2) (Nucleus and actin connecting element protein) (Protein NUANCE) (Synaptic nuclear envelope protein 2) (Syne-2)	Homo sapiens (Human)	6885	SYNE2	
Q8WXI9	P66B_HUMAN	reviewed	Transcriptional repressor p66-beta (GATA zinc finger domain-containing protein 2B) (p66/p68)	Homo sapiens (Human)	593	GATAD2B	
Q8WYP5	ELYS_HUMAN	reviewed	Protein ELYS (Embryonic large molecule derived from yolk sac) (Protein MEL-28) (Putative AT-hook-containing transcription factor 1)	Homo sapiens (Human)	2266	AHCTF1	
Q92499	DDX1_HUMAN	reviewed	ATP-dependent RNA helicase DDX1 (EC 3.6.4.13) (DEAD box protein 1) (DEAD box protein retinoblastoma) (DBP-RB)	Homo sapiens (Human)	740	DDX1	
Q92508	PIEZ1_HUMAN	reviewed	Piezo-type mechanosensitive ion channel component 1 (Membrane protein induced by beta-amyloid treatment) (Mib) (Protein FAM38A)	Homo sapiens (Human)	2521	PIEZO1	CARBOHYD 295 295 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 2294 2294 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19349973}.
Q92520	FAM3C_HUMAN	reviewed	Protein FAM3C (Interleukin-like EMT inducer)	Homo sapiens (Human)	227	FAM3C	
Q92522	H1X_HUMAN	reviewed	Histone H1x	Homo sapiens (Human)	213	H1FX	
Q92538	GBF1_HUMAN	reviewed	Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1 (BFA-resistant GEF 1)	Homo sapiens (Human)	1859	GBF1	
Q92541	RTF1_HUMAN	reviewed	RNA polymerase-associated protein RTF1 homolog	Homo sapiens (Human)	710	RTF1	
Q92542	NICA_HUMAN	reviewed	Nicastrin	Homo sapiens (Human)	709	NCSTN	CARBOHYD 45 45 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:26280335}.; CARBOHYD 55 55 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000255, ECO:0000269|PubMed:26280335}.; CARBOHYD 187 187 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:26280335}.; CARBOHYD 200 200 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 204 204 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 264 264 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000255, ECO:0000269|PubMed:26280335}.; CARBOHYD 387 387 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000269|PubMed:12754519, ECO:0000269|PubMed:19159218, ECO:0000269|PubMed:26280335}.; CARBOHYD 417 417 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 435 435 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000255, ECO:0000269|PubMed:26280335}.; CARBOHYD 464 464 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000255, ECO:0000269|PubMed:26280335}.; CARBOHYD 506 506 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000255, ECO:0000269|PubMed:26280335}.; CARBOHYD 530 530 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000255, ECO:0000269|PubMed:26280335}.; CARBOHYD 562 562 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000255, ECO:0000269|PubMed:26280335}.; CARBOHYD 573 573 N-linked (GlcNAc...) asparagine. {ECO:0000244|PDB:5A63, ECO:0000255, ECO:0000269|PubMed:26280335}.; CARBOHYD 580 580 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 612 612 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19349973}.
Q92544	TM9S4_HUMAN	reviewed	Transmembrane 9 superfamily member 4 (Tumor cannibalism associated protein 1)	Homo sapiens (Human)	642	TM9SF4	
Q92552	RT27_HUMAN	reviewed	28S ribosomal protein S27, mitochondrial (MRP-S27) (S27mt) (Mitochondrial ribosomal protein S27) (Mitochondrial small ribosomal subunit protein mS27)	Homo sapiens (Human)	414	MRPS27	
Q92576	PHF3_HUMAN	reviewed	PHD finger protein 3	Homo sapiens (Human)	2039	PHF3	
Q92581	SL9A6_HUMAN	reviewed	Sodium/hydrogen exchanger 6 (Na(+)/H(+) exchanger 6) (NHE-6) (Solute carrier family 9 member 6)	Homo sapiens (Human)	669	SLC9A6	CARBOHYD 128 128 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.
Q92597	NDRG1_HUMAN	reviewed	Protein NDRG1 (Differentiation-related gene 1 protein) (DRG-1) (N-myc downstream-regulated gene 1 protein) (Nickel-specific induction protein Cap43) (Reducing agents and tunicamycin-responsive protein) (RTP) (Rit42)	Homo sapiens (Human)	394	NDRG1	
Q92598	HS105_HUMAN	reviewed	Heat shock protein 105 kDa (Antigen NY-CO-25) (Heat shock 110 kDa protein)	Homo sapiens (Human)	858	HSPH1	
Q92599	SEPT8_HUMAN	reviewed	Septin-8	Homo sapiens (Human)	483	SEPT8	
Q92609	TBCD5_HUMAN	reviewed	TBC1 domain family member 5	Homo sapiens (Human)	795	TBC1D5	
Q92614	MY18A_HUMAN	reviewed	Unconventional myosin-XVIIIa (Molecule associated with JAK3 N-terminus) (MAJN) (Myosin containing a PDZ domain) (Surfactant protein receptor SP-R210) (SP-R210)	Homo sapiens (Human)	2054	MYO18A	
Q92616	GCN1_HUMAN	reviewed	eIF-2-alpha kinase activator GCN1 (GCN1 eIF-2-alpha kinase activator homolog) (GCN1-like protein 1) (General control of amino-acid synthesis 1-like protein 1) (Translational activator GCN1) (HsGCN1)	Homo sapiens (Human)	2671	GCN1	
Q92621	NU205_HUMAN	reviewed	Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205)	Homo sapiens (Human)	2012	NUP205	
Q92626	PXDN_HUMAN	reviewed	Peroxidasin homolog (EC 1.11.1.7) (Melanoma-associated antigen MG50) (Vascular peroxidase 1) (p53-responsive gene 2 protein)	Homo sapiens (Human)	1479	PXDN	CARBOHYD 640 640 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 699 699 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 719 719 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 731 731 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 865 865 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1178 1178 N-linked (GlcNAc...) asparagine. {ECO:0000269|PubMed:19159218}.; CARBOHYD 1280 1280 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1368 1368 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 1425 1425 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q92665	RT31_HUMAN	reviewed	28S ribosomal protein S31, mitochondrial (MRP-S31) (S31mt) (Imogen 38) (Mitochondrial small ribosomal subunit protein mS31)	Homo sapiens (Human)	395	MRPS31	
Q92688	AN32B_HUMAN	reviewed	Acidic leucine-rich nuclear phosphoprotein 32 family member B (Acidic protein rich in leucines) (Putative HLA-DR-associated protein I-2) (PHAPI2) (Silver-stainable protein SSP29)	Homo sapiens (Human)	251	ANP32B	
Q92692	NECT2_HUMAN	reviewed	Nectin-2 (Herpes virus entry mediator B) (Herpesvirus entry mediator B) (HveB) (Nectin cell adhesion molecule 2) (Poliovirus receptor-related protein 2) (CD antigen CD112)	Homo sapiens (Human)	538	NECTIN2	CARBOHYD 137 137 N-linked (GlcNAc...) asparagine. {ECO:0000255}.; CARBOHYD 324 324 N-linked (GlcNAc...) asparagine. {ECO:0000255}.
Q92734	TFG_HUMAN	reviewed	Protein TFG (TRK-fused gene protein)	Homo sapiens (Human)	400	TFG	
